record_id,aspect_index,category,parameter,sentiment,confidence,phrase_original,phrase_english,focus_model,is_wow_factor,review_flag
c83b24fd-964e-43dc-8c2d-aec2bfce2b36,0,Comfort & Space,Ride Quality,Positive,0.95,qua mấy gờ giảm tốc êm ru,going over speed bumps is very smooth,Innova,False,MIXED_SENTIMENT
c83b24fd-964e-43dc-8c2d-aec2bfce2b36,1,Powertrain / Performance,Cornering Stability,Negative,0.95,hơi lắc khi đi tốc độ thấp ôm cua,slight sway when cornering at low speed,Innova,False,MIXED_SENTIMENT
c2a822ae-8f4f-4637-ad42-686e057c969c,0,Styling / Design,Exterior Design,Positive,0.95,"lột xác quá, từ xấu nhất thành rất đẹp","completely transformed, from the ugliest to very beautiful",Stargazer,True,OK
333c8e97-0ae4-49b4-80b8-76683eb3b014,0,Value Perception,Competitor Comparison,Positive,0.8,th?y c?n c?n. Có nên ch? ti?p không n?a,"feeling hesitant, should I wait more?",Stargazer,False,OK
535dc94a-7291-44ad-95a3-f86dccfd278c,0,Other,General,Neutral,0.0,,,Stargazer,False,OK
b5dfd770-c582-4de9-b1c2-88da3374f370,0,Styling / Design,Exterior Design,Negative,0.7,tôi mà làm lãnh ??o thì ph?i ?u?i h?t ??i thi?t k? cách ?ây 6 n?m r?i,"If I were the leader, I would have fired the design team 6 years ago.",Stargazer,False,OK
94d3134c-dec0-458a-99a9-1157a054eee2,0,Styling / Design,Exterior Design,Negative,0.95,đầu hơi xấu,head is a bit ugly,Stargazer,True,MIXED_SENTIMENT
94d3134c-dec0-458a-99a9-1157a054eee2,1,Styling / Design,Body Size,Negative,0.9,cỡ xe nhỏ hơn mấy con cùng cỡ,car size is smaller than same class cars,Stargazer,True,MIXED_SENTIMENT
94d3134c-dec0-458a-99a9-1157a054eee2,2,Powertrain / Performance,Energy Consumption,Positive,0.95,tiết kiệm xăng hơn Xpander,more fuel-efficient than Xpander,Stargazer,True,MIXED_SENTIMENT
94d3134c-dec0-458a-99a9-1157a054eee2,3,Comfort & Space,NVH,Positive,0.9,cách âm quá ok,sound insulation is very ok,Stargazer,True,MIXED_SENTIMENT
94d3134c-dec0-458a-99a9-1157a054eee2,4,New Tech,Audio System,Positive,0.95,loa Boss quá hay,Bose speakers are very good,Stargazer,True,MIXED_SENTIMENT
94d3134c-dec0-458a-99a9-1157a054eee2,5,Safety & ADAS,Automatic Emergency Braking,Positive,0.9,phanh tự động khi có nguy hiểm,automatic braking when danger,Stargazer,True,MIXED_SENTIMENT
94d3134c-dec0-458a-99a9-1157a054eee2,6,Safety & ADAS,ADAS Features,Positive,0.85,có Ads luôn mới ghê,having Ads is amazing,Stargazer,True,MIXED_SENTIMENT
94d3134c-dec0-458a-99a9-1157a054eee2,7,Powertrain / Performance,Driving Stability,Positive,0.9,"nó chạy rất ngon, ổn miên man","it runs very well, extremely stable",Stargazer,True,MIXED_SENTIMENT
94d3134c-dec0-458a-99a9-1157a054eee2,8,New Tech,Auto Headlights,Positive,0.85,đèn auto,auto lights,Stargazer,True,MIXED_SENTIMENT
94d3134c-dec0-458a-99a9-1157a054eee2,9,Comfort & Space,Suspension,Negative,0.9,phuột cứng như Xpander,suspension stiff like Xpander,Stargazer,True,MIXED_SENTIMENT
d4b19038-937f-4c54-935f-7d02ffb9f57e,0,Value Perception,Maintenance Cost,Negative,0.7,Sao b?o xe toyota ko ph?i thay d?u h?p s? bác,Why is it said that Toyota cars don't need to change transmission oil?,Innova,False,OK
099db6c2-e307-4382-9ed7-9e9556c60202,0,Other,Media Coverage,Negative,0.6,ch? có xe l? là o th?y nói t?i,only mentions strange cars,Stargazer,False,LOW_CONFIDENCE
0acd4775-4d91-407d-b48c-aad11727dc7a,0,Powertrain / Performance,Transmission Smoothness,Positive,0.9,veloz Cvt chạy như xe tay ga êm hơn,"Veloz CVT runs like scooter, smoother",Veloz Cross,False,MIXED_SENTIMENT
0acd4775-4d91-407d-b48c-aad11727dc7a,1,Powertrain / Performance,Acceleration,Negative,0.9,vượt xe hơi yếu hơn xpander tí,overtaking is a bit weaker than Xpander,Veloz Cross,False,MIXED_SENTIMENT
ccf074fd-11f6-4a69-9877-264513b79dbf,0,Powertrain / Performance,Transmission,Positive,0.7,h?p s? c?a xe nào ngon h?n trong t?m ti?n,which car's gearbox is better in the price range,Stargazer,False,OK
ccf074fd-11f6-4a69-9877-264513b79dbf,1,Powertrain / Performance,Performance Stability,Positive,0.7,kh? n?ng v?n hành c?a nó có ?n ??nh không,is its operation stable,Stargazer,False,OK
ccf074fd-11f6-4a69-9877-264513b79dbf,2,Value Perception,Value for Money,Positive,0.7,có th?c x?ng ?áng trong t?m ti?n ?ó không,is it really worth it in that price range,Stargazer,False,OK
18eda302-78c1-4a48-b433-7440a02710f5,0,Comfort & Space,Seat Comfort,Positive,0.9,ng?i s? r?ng rãi tho?i mái h?n Fortuner,sits comfortably more spacious and comfortable than Fortuner,Toyota Innova,False,OK
18eda302-78c1-4a48-b433-7440a02710f5,1,Comfort & Space,Cabin Space,Positive,0.9,ng?i s? r?ng rãi tho?i mái h?n Fortuner,sits comfortably more spacious and comfortable than Fortuner,Toyota Innova,False,OK
18eda302-78c1-4a48-b433-7440a02710f5,2,Value Perception,Price,Positive,0.9,giá mua ban ??u th?p h?n n?a,lower initial purchase price,Toyota Innova,False,OK
2ab89663-4c42-4883-be0a-fbc0d5116cb7,0,Other,Platform Architecture,Neutral,0.7,khung g?m c?a Veloz là khung g?m DNGA,Veloz's chassis is DNGA chassis,Veloz Cross,False,OK
2ab89663-4c42-4883-be0a-fbc0d5116cb7,1,Value Perception,Practicality,Positive,0.9,tính th?c d?ng c?a xe,practicality of the car,Veloz Cross,False,OK
2ab89663-4c42-4883-be0a-fbc0d5116cb7,2,Brand Perception,Market Acceptance,Positive,0.85,Veloz cùng Avanza bán r?t ch?y,Veloz and Avanza sell very well,Veloz Cross,False,OK
46443603-fb55-49bf-b1c0-b052caca10e1,0,Other,Market Availability,Negative,0.9,"Nói quài , nói mi?t ko th?y v? vi?t nam","Keep saying, keep saying, but not seen in Vietnam",Stargazer,False,OK
4e0fe73f-241d-4c8f-b14f-3590942eb3a7,0,Powertrain / Performance,Highway Performance,Positive,0.7,???ng tr??ng ok.,Highway is ok.,Veloz Cross,False,LOW_CONFIDENCE|MIXED_SENTIMENT
4e0fe73f-241d-4c8f-b14f-3590942eb3a7,1,Powertrain / Performance,Hill Climbing Ability,Negative,0.9,Lên ?à L?t m?t s? con d?c th?y nguy hiêm. Full tai ko lên n?i. Và b? tr??t.,Going to Da Lat some slopes see dangerous. Full load can't climb. And get stuck.,Veloz Cross,False,LOW_CONFIDENCE|MIXED_SENTIMENT
4e0fe73f-241d-4c8f-b14f-3590942eb3a7,2,Value Perception,Energy Consumption,Positive,0.6,Tk nhiên li?u.,Fuel efficient.,Veloz Cross,False,LOW_CONFIDENCE|MIXED_SENTIMENT
4e0fe73f-241d-4c8f-b14f-3590942eb3a7,3,Value Perception,Competitor Comparison,Negative,0.9,Và qd mua inova.,And decided to buy Innova.,Veloz Cross,False,LOW_CONFIDENCE|MIXED_SENTIMENT
c0d100c9-96aa-4a73-a7c9-3981465c82e2,0,Powertrain / Performance,Mechanical Components,Positive,0.8,khác hoàn toàn máy móc,completely different machinery,Innova,False,OK
c0d100c9-96aa-4a73-a7c9-3981465c82e2,1,Other,Chassis,Positive,0.8,khung g?m h?t r?i,chassis completely different,Innova,False,OK
80c6929a-ab2d-4316-a01f-54a239925347,0,Powertrain / Performance,Full Load Performance,Neutral,0.9,v?n hành full t?i,full load operation,Toyota Innova,False,OK
28774c21-af43-4aff-8986-b8cca10b1666,0,Styling / Design,Design Longevity,Negative,0.9,M?u mã mau l?i th?i,Design quickly becomes outdated,Stargazer,False,OK
28774c21-af43-4aff-8986-b8cca10b1666,1,Styling / Design,Design Trends,Negative,0.8,theo th?i th??ng thay ??i liên t?c,Constantly changes according to trends,Stargazer,False,OK
9dae472f-a3d9-4ef1-8d48-60c61b380b25,0,Brand Perception,Brand Trust,Negative,0.9,Toyota veloz khung g?m kg ph?i khung g?m Toyota toàn c?u,Toyota Veloz chassis is not global Toyota chassis,Veloz Cross,False,OK
05c535fe-3e5b-4b5b-b3a7-807ddf53d0a0,0,Value Perception,Price,Positive,0.8,Vf3 giá r?,VF3 cheap price,Stargazer,False,OK
05c535fe-3e5b-4b5b-b3a7-807ddf53d0a0,1,New Tech,Battery Charging,Positive,0.7,có c?n s? ?i?n t? ??y,does it need full electronic charging,Stargazer,False,OK
05c535fe-3e5b-4b5b-b3a7-807ddf53d0a0,2,Brand Perception,Brand Image,Positive,0.8,Làm nh? x?n l?m mà pr,Made to look very premium but just PR,Stargazer,False,OK
18ff661a-108c-42cc-97af-40ea642ef832,0,Powertrain / Performance,Driving Experience,Negative,0.6,l?i nghiêm c?u c?m xe x?ng ti?p,again research the gasoline car feeling,Stargazer,False,LOW_CONFIDENCE
5f6f4d06-3843-4d83-bc98-18c55c7aa012,0,Value Perception,Price,Negative,0.7,M? ??c c?a bao nhiêu ng??i ??y,"Expensive, price of how many people?",Limogreen,False,OK
d6da5b66-051c-4214-8571-7eb59b5719bd,0,Brand Perception,Brand Reputation,Negative,0.95,con seltos nó tai tiếng thế nào thì ai cũng biết rồi,everyone knows how notorious the Seltos is,Kia Seltos,False,OK
311c540f-7145-42a1-b532-f4466ed514a8,0,Comfort & Space,NVH,Negative,0.9,độ ồn từ 2 bánh trước vọng vào trong xe rất lớn ( gấp đôi phiên bản 2022),noise from front wheels enters cabin very loud (double the 2022 version),Toyota Innova,False,MIXED_SENTIMENT
311c540f-7145-42a1-b532-f4466ed514a8,1,Safety & ADAS,Braking System,Negative,0.9,hệ thống phanh không được tốt bằng innova 2022( quãng đường phanh khá xa ),braking system not as good as Innova 2022 (braking distance quite long),Toyota Innova,False,MIXED_SENTIMENT
311c540f-7145-42a1-b532-f4466ed514a8,2,Comfort & Space,Air Conditioning,Negative,0.9,không thể mở máy lạnh phía sau từ ghế lái( phải đưa tay ra phía sau để mở ),cannot turn on rear AC from driver seat (must reach back to turn on),Toyota Innova,False,MIXED_SENTIMENT
311c540f-7145-42a1-b532-f4466ed514a8,3,Other,General Impression,Positive,0.8,Còn lại tức cái điều rất tốt,the rest is very good,Toyota Innova,False,MIXED_SENTIMENT
4e0fe73f-241d-4c8f-b14f-3590942eb3a7,0,Powertrain / Performance,Hill Climbing,Negative,0.9,Lên ?à L?t m?t s? con d?c th?y nguy hiêm. Full tai ko lên n?i. Và b? tr??t.,Going to Da Lat some slopes felt dangerous. Full load couldn't climb. And slipped.,Toyota Innova,False,MIXED_SENTIMENT
4e0fe73f-241d-4c8f-b14f-3590942eb3a7,1,Powertrain / Performance,Highway Performance,Positive,0.8,???ng tr??ng ok.,Highway ok.,Toyota Innova,False,MIXED_SENTIMENT
4e0fe73f-241d-4c8f-b14f-3590942eb3a7,2,Powertrain / Performance,Fuel Efficiency,Positive,0.9,Tk nhiên li?u.,Fuel efficient.,Toyota Innova,False,MIXED_SENTIMENT
cf78556c-370f-4ac5-9e8a-b123a4d35ba2,0,Value Perception,Model Discontinuation,Negative,0.7,Innova b?n thông th??ng b? khai t?,regular Innova is discontinued,Toyota Innova,False,OK
cf78556c-370f-4ac5-9e8a-b123a4d35ba2,1,Powertrain / Performance,Drivetrain,Negative,0.8,ch?m d?t tri?u ??i c?u sau,ends rear-wheel-drive era,Toyota Innova,False,OK
7a0234dc-3729-4611-9a25-9e1c98764a2f,0,Comfort & Space,Ride Quality,Positive,0.95,xe này ?i êm,this car drives smoothly,Innova,False,OK
7a0234dc-3729-4611-9a25-9e1c98764a2f,1,Comfort & Space,Seat Comfort,Positive,0.95,ng?i tho?i mái l?m,sits very comfortably,Innova,False,OK
7a0234dc-3729-4611-9a25-9e1c98764a2f,2,Comfort & Space,Cabin Space,Positive,0.95,C? 7 ng??i b?n mà Tôi ch? theo,All 7 friends with me,Innova,False,OK
7a0234dc-3729-4611-9a25-9e1c98764a2f,3,Styling / Design,Exterior Design,Positive,0.85,có khá nhi?u ng??i ??n h?i Tôi có ph?i xe này là Innova ??i m?i ko,quite a few people asked me if this is the new Innova,Innova,False,OK
7a0234dc-3729-4611-9a25-9e1c98764a2f,4,Powertrain / Performance,Terrain Capability,Positive,0.8,"?i ?à L?t qua nh?ng cung ?o?n ?èo, các ngõ nh? d?c 45 ??",went to Da Lat over mountain passes and steep 45-degree alleys,Innova,False,OK
7a0234dc-3729-4611-9a25-9e1c98764a2f,5,Comfort & Space,Long Distance Comfort,Positive,0.9,tôi th?y kh?e h?n các dòng xe tr??c ?ây,I felt more relaxed than previous cars,Innova,False,OK
396e1d07-bdee-4206-9975-c6c8673a8c7c,0,Comfort & Space,Ground Clearance,Negative,0.7,Em chỉ sợ gầm thấp quá không đi nổi,I'm just afraid the ground clearance is too low to drive,Veloz Cross,False,MIXED_SENTIMENT
396e1d07-bdee-4206-9975-c6c8673a8c7c,1,Powertrain / Performance,Steering Response,Positive,0.8,tay lái thì không phải lo,steering is not a worry,Veloz Cross,False,MIXED_SENTIMENT
4370135a-15b7-4780-9383-223bbed535c4,0,Value Perception,Model Refresh,Positive,0.9,b?n này khác bán tr??c 90% luôn,this version is 90% different from the previous one,Stargazer,False,OK
cfe3a920-f718-46ff-b00b-e1ae9c8dce4c,0,Safety & ADAS,Crash Safety,Negative,0.95,"Th?y m?y v? va ch?m con Veloz này y?u, m?ng quá","See some crash videos of this Veloz, weak and very thin",Veloz Cross,False,OK
cfe3a920-f718-46ff-b00b-e1ae9c8dce4c,1,Value Perception,Resale Value,Negative,0.85,C?m giác v? sau s? khó bán,Feeling that it will be hard to sell later,Veloz Cross,False,OK
ef484457-fcc4-473d-9f27-3fb88b6eece7,0,Safety & ADAS,Braking System,Positive,0.9,quãng phanh của toyota bao giờ cũng ngắn nhất,Toyota's braking distance is always the shortest,Innova,False,OK
b66ea0ab-ed11-4195-bd8f-2d12bd607bde,0,Brand Perception,Country of Origin Image,Negative,0.9,Indo sx thì ch?c ch?n indo,"Indonesian made, definitely Indonesian",Stargazer,False,OK
b66ea0ab-ed11-4195-bd8f-2d12bd607bde,1,Styling / Design,Exterior Design,Negative,0.95,thi?t k? r b,design is quite bad,Stargazer,False,OK
5f6382a3-b177-477c-840a-b7a61fbcbb9f,0,Value Perception,Price,Positive,0.9,T?m 510tr còn c?nh tranh ?c,Price 510 million is still competitive,Stargazer,False,OK
c0652f25-6cb3-4f55-bf1c-1d06a54783e6,0,Value Perception,Price,Negative,0.9,n?u 650 thì nhi?u ng??i k mua ?âu,"if it's 650, many people won't buy",Stargazer,False,OK
f5d45f96-8316-4e6b-a8db-5ffc86bcd424,0,Value Perception,Practicality,Positive,0.9,cần cái xe thực dụng,need a practical car,Veloz Cross,False,OK
f5d45f96-8316-4e6b-a8db-5ffc86bcd424,1,Brand Perception,Global Market Presence,Positive,0.85,bán ở nhiều nước,sold in many countries,Veloz Cross,False,OK
f5d45f96-8316-4e6b-a8db-5ffc86bcd424,2,Value Perception,Competitor Comparison,Positive,0.8,không mua xe mà không được R&D và không bán ở nhiều nước,won't buy a car without R&D and not sold in many countries,Veloz Cross,False,OK
47f9f18b-a3fd-4b79-ab2b-1adad61a292b,0,Powertrain / Performance,All-Wheel Drive System,Negative,0.7,Khung gầm đầy AWD sao được,"Full AWD chassis, how can it be?",Innova,False,OK
83d96dfe-e933-4dae-b3d5-81ca2ed3ee62,0,Comfort & Space,NVH,Negative,0.8,?óng c?a nghe nó kêu ràm ràm c?a tôn,Closing the door hears it creaking like tin,Veloz Cross,False,OK
83d96dfe-e933-4dae-b3d5-81ca2ed3ee62,1,Powertrain / Performance,Steering Feel,Neutral,0.7,ch? c?m giác lái v?n ok,only driving feel is still ok,Veloz Cross,False,OK
b60a2eb4-b764-475c-a1ca-aa4b2e64841c,0,Brand Perception,Brand Trust,Positive,0.95,ch?a h?ng hóc gì,no breakdowns at all,Veloz Cross,False,OK
b60a2eb4-b764-475c-a1ca-aa4b2e64841c,1,Powertrain / Performance,Transmission,Positive,0.95,V?n hành v?n m??t nh? h?i m?i l?y xe,operation still smooth as new,Veloz Cross,False,OK
d7d0abdf-d74b-4605-b3ad-45eebcba3469,0,Styling / Design,Exterior Design,Positive,0.9,QUA? ?E?P,very beautiful,Stargazer,True,MIXED_SENTIMENT
d7d0abdf-d74b-4605-b3ad-45eebcba3469,1,Value Perception,Competitor Comparison,Negative,0.8,XUI CA?I LA? LIMOGREEN ?A? RA ???I,unfortunately Limogreen has come out,Stargazer,True,MIXED_SENTIMENT
27025559-5c19-43d7-a2f8-9501743a62a4,0,Other,General Impression,Negative,0.5,? m?c trung bình khá,at a fairly average level,Innova,False,LOW_CONFIDENCE
ed334d28-af88-4c42-a42b-7ccd433a8abd,0,Other,General,Neutral,0.0,,,Innova,False,OK
afe60038-5611-4c81-9914-a5ce3877719f,0,Value Perception,Price,Positive,0.8,gúa ré hơn các tỉnh khác rất nhiều,price much cheaper than other provinces,Stargazer,False,OK
89cfa396-7178-4320-8c67-74ca11ef525f,0,Value Perception,Price,Negative,0.8,Giá cao thì cũng lại top. Mà là top xe ?,"If the price is high, it's still top? But is it top car?",Stargazer,False,OK
03e891a2-0e36-495e-949c-8ee3709e7220,0,Comfort & Space,Ground Clearance,Negative,0.9,g?m th?p quá nên không phù h?p,too low bumps so not suitable,Stargazer,False,OK
874f94ad-7273-42aa-9aa5-c896a96b31c8,0,Powertrain / Performance,Ride Quality,Positive,0.9,chi?c ?ó thì ?i ngon lành,that car drives smoothly,Veloz Cross,False,OK
311c540f-7145-42a1-b532-f4466ed514a8,0,Comfort & Space,Road Noise,Negative,0.9,?? ?n t? 2 bánh tr??c v?ng vào trong xe r?t l?n ( g?p ?ôi phiên b?n 2022),Tire noise from front wheels entering the car is very large (double the 2022 version),Innova,False,MIXED_SENTIMENT
311c540f-7145-42a1-b532-f4466ed514a8,1,Safety & ADAS,Braking System,Negative,0.9,h? th?ng phanh không ???c t?t b?ng innova 2022( qu?ng ???ng phanh khá xa ),Braking system is not as good as Innova 2022 (braking distance quite far),Innova,False,MIXED_SENTIMENT
311c540f-7145-42a1-b532-f4466ed514a8,2,Comfort & Space,Air Conditioning,Negative,0.9,không th? m? máy l?nh phía sau t? gh? lái( ph?i ??a tay ra phía sau ?? m? ),Cannot turn on rear air conditioning from driver seat (must reach hand behind to turn on),Innova,False,MIXED_SENTIMENT
311c540f-7145-42a1-b532-f4466ed514a8,3,Powertrain / Performance,Acceleration,Positive,0.8,Còn l?i t?c c? ?i?u r?t t?t,"Apart from that, acceleration is very good",Innova,False,MIXED_SENTIMENT
8285d1ea-8ed4-47e2-8fe3-308b17cc96f6,0,Other,General,Neutral,0.0,,,Limogreen,False,OK
a640042c-daa8-4ca7-ba86-b2167f111808,0,Brand Perception,Brand Image,Negative,0.85,kém các hãng khác nhi?u quá thì nên t? nh? nó là hãng l?n toàn c?u,"much inferior to other brands, but remember it is a big global brand",Innova,False,OK
a640042c-daa8-4ca7-ba86-b2167f111808,1,Value Perception,Value for Money,Negative,0.9,Cái giá ph?i tr? cho cái th??ng hi?u nó là l?n. Ph?i ?ánh ??i giá tr? ni?m tin hay giá tr? th?c s? d?ng,The price paid for its brand is large. Trade off trust value or real practical value.,Innova,False,OK
59900a83-8650-4613-bbf8-14924d371705,0,Other,General,Neutral,0.0,,,BYD M6,False,OK
1240e551-a4e4-49c9-9999-98db1e4b795f,0,Other,General Impression,Negative,0.3,Không khác gì xe ?? ch?i,No different from a toy car,Veloz Cross,False,LOW_CONFIDENCE
b0f2e08f-2388-43cc-a9a3-86ab5f318edd,0,Styling / Design,Exterior Design,Positive,0.95,thi?t k? ngo?i th?t ph?i nói là. r?t khá,exterior design must be said to be quite good,Veloz Cross,False,MIXED_SENTIMENT
b0f2e08f-2388-43cc-a9a3-86ab5f318edd,1,Styling / Design,Interior Material Quality,Negative,0.95,n?i th?t. và khung v? quá m?ng,interior and body shell too thin,Veloz Cross,False,MIXED_SENTIMENT
b0f2e08f-2388-43cc-a9a3-86ab5f318edd,2,Comfort & Space,NVH,Negative,0.95,cách âm khá t?,sound insulation quite bad,Veloz Cross,False,MIXED_SENTIMENT
b0f2e08f-2388-43cc-a9a3-86ab5f318edd,3,Powertrain / Performance,Acceleration,Negative,0.95,máy.. không ???c b?c khi c?n t?ng t?c.. v??t,engine not powerful when needing to accelerate to overtake,Veloz Cross,False,MIXED_SENTIMENT
98f9203f-6a9e-48b7-bf2b-4711a8afe445,0,Other,General,Neutral,0.0,,,Limogreen,False,OK
8d00ecdf-1251-4bca-ad5d-d4ca0d5cd0f3,0,Styling / Design,Exterior Design,Negative,0.9,ngo?i hình h?i d?,slightly ugly exterior,Stargazer,False,MIXED_SENTIMENT
8d00ecdf-1251-4bca-ad5d-d4ca0d5cd0f3,1,Powertrain / Performance,Transmission,Positive,0.95,h?p s? IVT c?a hãng,brand's IVT transmission,Stargazer,False,MIXED_SENTIMENT
8d00ecdf-1251-4bca-ad5d-d4ca0d5cd0f3,2,Powertrain / Performance,Acceleration,Positive,0.95,t?ng t?c t?t,good acceleration,Stargazer,False,MIXED_SENTIMENT
8d00ecdf-1251-4bca-ad5d-d4ca0d5cd0f3,3,Value Perception,Feature Content,Positive,0.9,trang b? nhi?u option c?n thi?t (không keo ki?t nh? các hãng xe Nh?t),equipped with many necessary features (not stingy like Japanese car brands),Stargazer,False,MIXED_SENTIMENT
8d00ecdf-1251-4bca-ad5d-d4ca0d5cd0f3,4,Value Perception,Competitor Comparison,Positive,0.9,không keo ki?t nh? các hãng xe Nh?t,not stingy like Japanese car brands,Stargazer,False,MIXED_SENTIMENT
8d00ecdf-1251-4bca-ad5d-d4ca0d5cd0f3,5,Other,General Impression,Positive,0.8,m?t s?n ph?m khá t? t?,a fairly decent product,Stargazer,False,MIXED_SENTIMENT
12a6c166-d983-4e05-be16-54747d785917,0,Other,Launch Timing,Neutral,0.6,Ch?c kho?ng tháng 6 .2026 v? Vi?t Nam không ?,Probably around June 2026 back to Vietnam?,Stargazer,False,LOW_CONFIDENCE
384217b2-8710-4815-ad67-86828be9e1de,0,Other,General,Neutral,0.0,,,Stargazer,False,OK
3e0c0c4e-4a29-4e28-9415-f505acee9c17,0,Other,General,Neutral,0.0,,,Limogreen,False,OK
0c7e3897-4d6b-4b7c-b537-8e0fae1052ef,0,Comfort & Space,Trunk Space,Negative,0.7,thùng gì,what trunk,Veloz Cross,False,MIXED_SENTIMENT
0c7e3897-4d6b-4b7c-b537-8e0fae1052ef,1,Comfort & Space,Ride Quality,Positive,0.8,đi như thế,go like that,Veloz Cross,False,MIXED_SENTIMENT
0c7e3897-4d6b-4b7c-b537-8e0fae1052ef,2,Value Perception,Competitor Comparison,Positive,0.8,hơn khỏi xe bác,better than your car,Veloz Cross,False,MIXED_SENTIMENT
0b07eaa2-9c73-41e8-b57d-22e329c56794,0,Value Perception,Price,Neutral,0.6,Xin giá chu?n khách ? bac ninh,Ask for standard customer price in Bac Ninh,Limogreen,False,LOW_CONFIDENCE
a5150298-598c-45a2-abf8-554bd52597eb,0,Powertrain / Performance,Drivetrain Layout,Neutral,0.4,h?u h?t các hãng gi? ??u làm MPV c?u tr??c,Most brands now make front-wheel drive MPVs,Innova,False,LOW_CONFIDENCE
9bcf71b8-3f94-4426-8ac0-ed68bff831d3,0,Value Perception,Incentives,Negative,0.7,"với chính sách mới về xe điện bây giờ, tốt nhất cứ tạm thời nằm im đến hết 2026 rồi mới mua gì thì mua","With the new policy on electric cars now, it's best to just lie low until the end of 2026 then buy whatever",Stargazer,False,OK
1dcc4e91-f22e-4bea-9837-744aa5ccceef,0,Other,General,Neutral,0.0,,,Limogreen,False,OK
6b28f16e-58f6-4924-8e0e-719794ab091d,0,Value Perception,Price,Positive,0.7,b?n tiêu chu?n 2025 có khuy?n m?i l?n bánh có 510t thôi,standard 2025 version has a promotion of only 510t,Stargazer,False,OK
53054eb3-4869-4f23-8562-d1872ec9282f,0,Other,General,Neutral,0.0,,,Innova,False,OK
0b53a15e-73ca-4d58-8ee0-9dad1e8f62d2,0,Value Perception,Price,Positive,0.4,b?n này r? h?n t?n 180tr,this version is cheaper by up to 180 million,Innova,False,LOW_CONFIDENCE
a5f4cb14-015f-4855-b69f-e1d34adb4885,0,Value Perception,Incentives,Positive,0.8,L?i gi?m giá hàng tr?m tri?u ??n n?i.,Benefit: discount of hundreds of millions nearly.,Limogreen,False,OK
13fd0e13-3694-427e-ab8c-4765877feb9f,0,Value Perception,Environmental Compliance,Positive,0.8,Các xe m?i ??u Euro 5 tr? lên c?.,New cars are all Euro 5 and above.,Stargazer,False,OK
458677fa-51aa-4aa2-a728-31a63e4ead0c,0,Safety & ADAS,Airbag,Positive,0.9,nhi?u b?ng túi khí chi?c này,more airbags than this car,Limogreen,False,OK
e8be2be4-4ea8-48df-885e-b654fb3da354,0,Styling / Design,Color Options,Positive,0.9,màu b?c trông nó ??p th?t luôn,silver color looks really beautiful,Limogreen,False,OK
9ceb5e86-0fa5-4242-a045-dab42e69ad38,0,Other,General,Neutral,0.0,,,Limogreen,False,OK
124f69a6-a005-4ee9-ab51-b2d25d6cf415,0,Value Perception,Business Use Suitability,Negative,0.6,n?u mua kinh doanh thì c?ng khó,"if you buy for business, it's also difficult",Stargazer,False,LOW_CONFIDENCE
1537cc11-63db-4fd3-951f-fa28b52d4a68,0,Powertrain / Performance,Engine Power,Negative,0.6,do ngu?n cung b? h?n ch? ?ó bác,"because the power supply is limited, sir",Innova,False,LOW_CONFIDENCE
593a280b-9d9f-4662-83f3-389d3992efcd,0,Brand Perception,Brand Image,Positive,0.9,Xe toyota luôn nh? h?n xe hãng khác,Toyota cars are always better than other brands.,Innova,False,OK
dc6c7eb8-a1bd-4325-b2c1-0a5ba2e393c7,0,Other,General,Neutral,0.0,,,Limogreen,False,OK
1118a579-dc7e-4f78-8bec-29fcebd9f151,0,Value Perception,Value for Money,Positive,0.7,2 bản ăn lần này quá hợp lý về mọi mặt,These 2 versions this time are very reasonable in every aspect,Innova,False,OK
d11d05e9-89af-494d-b0a6-b7e26b9518eb,0,Other,General,Neutral,0.0,,,Limogreen,False,OK
5d5bad16-c52c-4846-9ac8-3e78dbfbc492,0,Value Perception,Price,Positive,0.9,662 tri?u ?úng nh? th? thì anh ??t m?t chi?c,"if it's 662 million like that, I will order one",Limogreen,False,OK
f24b7f90-8ae6-401f-a9b9-9b5d1ccc38d7,0,Powertrain / Performance,Hill Climbing,Positive,0.8,v?n leo d?c Y Tý ?m ?m ?ó,still climbs Y Ty pass roaringly,Veloz Cross,False,OK
7267ed2b-6edc-4384-bdf3-2a906ad9d058,0,Comfort & Space,Trunk Space,Negative,0.95,c?p sau nh? h?n các ??i th?,trunk is smaller than competitors,Stargazer,False,MIXED_SENTIMENT
7267ed2b-6edc-4384-bdf3-2a906ad9d058,1,Value Perception,Competitor Comparison,Positive,0.95,nói v? ngon thì ?n ??c m?y con kia,"speaking of quality, it beats those others",Stargazer,False,MIXED_SENTIMENT
7dfb0061-1c3c-4abb-8857-d6701615b726,0,Value Perception,Price,Positive,0.7,500 h?p lý,500 is reasonable,Limogreen,False,OK
02132ad7-9a00-4a21-a0dc-c7941e640155,0,Value Perception,Market Sales Performance,Positive,0.7,chi?c này bán r?t t?t ? Indo và ? mình c?ng th? 2 phân khúc,this car sells very well in Indonesia and also tops 2 segments here,Veloz Cross,False,LOW_CONFIDENCE
02132ad7-9a00-4a21-a0dc-c7941e640155,1,Value Perception,Competitor Comparison,Positive,0.6,Nó có nh?ng giá tr? c?a nó,It has its own values,Veloz Cross,False,LOW_CONFIDENCE
