record_id,scraped_at,country,platform,platform_type,source_url,thread_id,post_id,parent_post_id,author_id,author_username,post_date,post_date_normalized,content_original,Initial_Translation,car_brand,car_model,car_segment,Initial_parameter,Initial_sentiment,has_media,media_urls,like_count,reply_count,share_count,view_count,is_thread_opener,star_rating,star_rating_max,star_rating_available,scraper_version,raw_html_hash,enriched_content,has_context,is_semantic_duplicate,duplicate_of_id,similarity_score,content_quality_flag,wow_signal_hits,category,parameter,sentiment,confidence,is_wow_factor,review_flag,focus_model,content_english,translation_status,translation_source,is_substantial,engagement_raw,engagement_score,sentiment_weight,wow_factor_score,wow_score_tier
175bfed8-7219-4be1-b96a-c4c9d2f62c1a,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C5,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/61550012974073/,Iwan Lesmana,1jam,19/06/2026,Yg di 1.3 salah ketik itu...soalnya cc nya 1.496,,Toyota,Toyota Avanza,B-MPV,New Tech,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Yg di 1.3 salah ketik itu...soalnya cc nya 1.496,False,False,,,KEEP,,Other,General Impression,Neutral,0.9,False,OK,Toyota Avanza,,skipped_not_substantial,,False,,,,,
c66f30a7-b997-4e97-bceb-a1e7de78e34d,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C14,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/61550012974073/,Iwan Lesmana,1jam,19/06/2026,Yg di 1.3 salah ketik itu...soalnya cc nya 1.496,,Toyota,Toyota Avanza,B-MPV,Safety,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Yg di 1.3 salah ketik itu...soalnya cc nya 1.496,False,True,175bfed8-7219-4be1-b96a-c4c9d2f62c1a,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
57314006-3876-4bb7-a751-e6c5a8673fc7,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179667502816284&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C5,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/61550012974073/,Iwan Lesmana,1jam,19/06/2026,Yg di 1.3 salah ketik itu...soalnya cc nya 1.496,,Toyota,Toyota Avanza,B-MPV,Value Perception,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Yg di 1.3 salah ketik itu...soalnya cc nya 1.496,False,True,175bfed8-7219-4be1-b96a-c4c9d2f62c1a,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
bdb3f06c-8078-4342-adb0-a1a3040e0b72,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179667502816284&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C14,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/61550012974073/,Iwan Lesmana,1jam,19/06/2026,Yg di 1.3 salah ketik itu...soalnya cc nya 1.496,,Toyota,Toyota Avanza,B-MPV,Safety,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Yg di 1.3 salah ketik itu...soalnya cc nya 1.496,False,True,175bfed8-7219-4be1-b96a-c4c9d2f62c1a,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
7cb0d829-957c-41fd-9a81-8a5f63fcd200,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179658276150540/?comment_id=2179735879476113&__cft__[0]=AZb3_IDTh4VYj8AqfIW4TIIzRxnTCMRg8Ahplx0VfMWSwBH-JtWSlewaIlFjdtRTEliyRSPDziiXIApAWMECrNuE6qYKHdbmRgLh2Nq2nNwuAPZnkJPAF6hlOQqax1BWBPuQOqdGkWWwcS_rKOKOBuu9t9YIkYkQrCrkKsIxEW68ZAp_7969ll3794R9odoZsKB30coUfyhkeSHPv8OyVJGR&__tn__=R-R,2.17966E+15,2179658276150540_C1,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/61550514045665/,Hilal Akmal Zai,1jam,19/06/2026,Minus apa om,,Toyota,Toyota Avanza,B-MPV,Value Perception,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Minus apa om,False,True,cd23a424-3b65-481c-bb9a-4c9ba334606c,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
b66a8307-a16d-4173-87ca-ec6dd363287d,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C1,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/100000198284522/,Sutarji,2 jam,19/06/2026,Coba perhatikan,,Toyota,Toyota Avanza,B-MPV,New Tech,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Coba perhatikan,False,False,,,LOW_SIGNAL,,,,,,,,,,,,,,,,,
8e04e5de-2ecd-4530-814b-fe8f9ffa0c65,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C3,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/1692919608612029/,GoldJaguar7769,2 jam,19/06/2026,salah masukin/sandingin/kasihin kali petugas samsatnya..,,Toyota,Toyota Avanza,B-MPV,Styling / Design,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,salah masukin/sandingin/kasihin kali petugas samsatnya..,False,False,,,LOW_SIGNAL,,,,,,,,,,,,,,,,,
dedebc71-238b-4152-b0f2-92b7a7cb6374,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C4,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/61579505353168/,Andrew Kristian,2 jam,19/06/2026,bagus itu wkwkw,,Toyota,Toyota Avanza,B-MPV,New Tech,Positive,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,bagus itu wkwkw,False,False,,,LOW_SIGNAL,,,,,,,,,,,,,,,,,
2ea8740f-3df4-433a-9351-8204fa9c9127,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C8,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/100082262737277/,Barokah Sentosa,2 jam,19/06/2026,Coba nomor mesin dan rangka sama ga,,Toyota,Toyota Avanza,B-MPV,Powertrain / Performance,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Coba nomor mesin dan rangka sama ga,False,False,,,KEEP,,Other,Ownership Experience,Neutral,0.9,False,OK,Toyota Avanza,,skipped_not_substantial,,False,,,,,
ff0cbe65-24f9-4220-a70e-5c6e3b801a8a,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C11,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/100000198284522/,Sutarji,2 jam,19/06/2026,Coba perhatikan,,Toyota,Toyota Avanza,B-MPV,Safety,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Coba perhatikan,False,True,b66a8307-a16d-4173-87ca-ec6dd363287d,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
1a0d2f32-ce98-41ae-a4fb-f84fae096f63,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C12,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/1692919608612029/,GoldJaguar7769,2 jam,19/06/2026,salah masukin/sandingin/kasihin kali petugas samsatnya..,,Toyota,Toyota Avanza,B-MPV,New Tech,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,salah masukin/sandingin/kasihin kali petugas samsatnya..,False,True,8e04e5de-2ecd-4530-814b-fe8f9ffa0c65,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
f991b499-650e-46bd-abd6-7bf2a39a8c9a,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C13,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/61579505353168/,Andrew Kristian,2 jam,19/06/2026,bagus itu wkwkw,,Toyota,Toyota Avanza,B-MPV,Styling / Design,Positive,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,bagus itu wkwkw,False,True,dedebc71-238b-4152-b0f2-92b7a7cb6374,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
812af4dc-1fcb-4ccb-9361-14ac8752fafa,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C17,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/100082262737277/,Barokah Sentosa,2 jam,19/06/2026,Coba nomor mesin dan rangka sama ga,,Toyota,Toyota Avanza,B-MPV,Powertrain / Performance,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Coba nomor mesin dan rangka sama ga,False,True,2ea8740f-3df4-433a-9351-8204fa9c9127,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
42e25406-3fe5-4961-ae08-49962f544633,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179667502816284&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C1,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/100000198284522/,Sutarji,2 jam,19/06/2026,Coba perhatikan,,Toyota,Toyota Avanza,B-MPV,Safety,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Coba perhatikan,False,True,b66a8307-a16d-4173-87ca-ec6dd363287d,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
26dc7277-b6b9-427f-9345-a983cc2f5455,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179667502816284&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C3,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/1692919608612029/,GoldJaguar7769,2 jam,19/06/2026,salah masukin/sandingin/kasihin kali petugas samsatnya..,,Toyota,Toyota Avanza,B-MPV,Value Perception,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,salah masukin/sandingin/kasihin kali petugas samsatnya..,False,True,8e04e5de-2ecd-4530-814b-fe8f9ffa0c65,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
bc493678-4a8c-4f00-8766-363b239c10c6,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179667502816284&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C4,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/61579505353168/,Andrew Kristian,2 jam,19/06/2026,bagus itu wkwkw,,Toyota,Toyota Avanza,B-MPV,Styling / Design,Positive,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,bagus itu wkwkw,False,True,dedebc71-238b-4152-b0f2-92b7a7cb6374,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
8a71d0da-a384-4fe1-a515-30bd1fa75b5f,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179667502816284&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C8,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/100082262737277/,Barokah Sentosa,2 jam,19/06/2026,Coba nomor mesin dan rangka sama ga,,Toyota,Toyota Avanza,B-MPV,Powertrain / Performance,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Coba nomor mesin dan rangka sama ga,False,True,2ea8740f-3df4-433a-9351-8204fa9c9127,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
c696e6ec-6428-4339-ac6b-bf18b86b7b7d,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179667502816284&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C11,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/100000198284522/,Sutarji,2 jam,19/06/2026,Coba perhatikan,,Toyota,Toyota Avanza,B-MPV,Safety,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Coba perhatikan,False,True,b66a8307-a16d-4173-87ca-ec6dd363287d,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
b0f7bcd8-5aa1-4c20-8db5-775967d7a9a0,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179667502816284&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C12,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/1692919608612029/,GoldJaguar7769,2 jam,19/06/2026,salah masukin/sandingin/kasihin kali petugas samsatnya..,,Toyota,Toyota Avanza,B-MPV,Powertrain / Performance,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,salah masukin/sandingin/kasihin kali petugas samsatnya..,False,True,8e04e5de-2ecd-4530-814b-fe8f9ffa0c65,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
96c534e4-3540-4daf-bbac-399dd91f1093,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179667502816284&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C13,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/61579505353168/,Andrew Kristian,2 jam,19/06/2026,bagus itu wkwkw,,Toyota,Toyota Avanza,B-MPV,Powertrain / Performance,Positive,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,bagus itu wkwkw,False,True,dedebc71-238b-4152-b0f2-92b7a7cb6374,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
49cee76f-a629-4b25-b04b-60010e3e6a92,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179667502816284&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C17,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/100082262737277/,Barokah Sentosa,2 jam,19/06/2026,Coba nomor mesin dan rangka sama ga,,Toyota,Toyota Avanza,B-MPV,Powertrain / Performance,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Coba nomor mesin dan rangka sama ga,False,True,2ea8740f-3df4-433a-9351-8204fa9c9127,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
820e234a-d58d-4e03-bfd2-cad03b19ff2c,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C2,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/100007206224858/,Edward Gozali,3 jam,19/06/2026,ini samsat mana om ?,,Toyota,Toyota Avanza,B-MPV,Powertrain / Performance,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,ini samsat mana om ?,False,True,11b68bb5-20d3-4aca-8f2d-c1afe274bd06,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
5bd8217d-f7eb-40a8-9f1c-2d314179ee76,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C6,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/100000696098661/,Kaivan Nino Marenza,3 jam,19/06/2026,E koo 1.5,,Toyota,Toyota Avanza,B-MPV,Styling / Design,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,E koo 1.5,False,False,,,LOW_SIGNAL,,,,,,,,,,,,,,,,,
6b4c59a0-8633-405f-b86a-401cb0317730,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2179655459484155/?comment_id=2179696849480016&__cft__[0]=AZZZ2zVVeyaTFYU4wIxuffp6HaFBcKB1dGLyBLHisMDmbHo8HRDkr2uygZbhxxn39w3RaDwXUe_ubqvJ24QQKC8eEmFB7NUD_LPYK5Bd14KJ9ub5PNxAvZTvw4Ds4L0nGhICdYuXcu10thzdlIdRG1tLoGthldO8KW9v90TLXyP7BF1M2vJxYR88WZlu9Rh5_GTFdDCl-cNuJsMG9_ExVpWu&__tn__=R-R,2.17966E+15,2179655459484155_C7,2179660000000000.0,https://www.facebook.com/groups/1042223519894027/user/100007099896338/,Alvaro Verde Jack Son,3 jam,19/06/2026,lohh,,Toyota,Toyota Avanza,B-MPV,Styling / Design,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,lohh,False,False,,,LOW_SIGNAL,,,,,,,,,,,,,,,,,
